"[샤오미 미투 유모차를 사자는 거예요. ], 긍정 텍스트 확률 : 50.33%"
"[ 평소에 유모차를 사용하지 않을 때침대에서도 사용할 수 있어서 개이득], 긍정 텍스트 확률 : 72.11%"
"[그리고 저희는 유모차 모빌이 없어서안그래도 하나 달아줘야 하나 생각중ㅋㅋ콩이 군이 유모차에 타고 있으면가끔 심심?해 할 때가 있는데], 긍정 텍스트 확률 : 66.92%"
"[완전시원어쩔 수 없이 위에다가 달아주었어요.만약 잃어버려서 내년에 다시 사게 된다면좀 작은거로 사볼까], 긍정 텍스트 확률 : 78.24%"
"[ 도 생각해봤어요ㅋㅋ벌써 잃어버릴 생각중ㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 68.21%"
"[ 베트남에서 엄청나게 잘 사용한 사진 ㅋㅋㅋㅋ완충하는데는 시간 분 정도가 소요되고완충시에는강풍은 시간], 긍정 텍스트 확률 : 63.98%"
"[ 예꼬맘 선풍기 추천드립니다 아], 긍정 텍스트 확률 : 89.99%"
"[ 인터넷에 검색하시면 휴대용 선풍기 커버 팔더라구요.그거 사이즈 보시고 구매하시면 될것 같아요.저도 내년엔 커버와 함께 사용하고 있겠죠?ㅎㅎ ⬇️ 예꼬맘 유모차 선풍기 케이블 포함 ⬇️], 긍정 텍스트 확률 : 73.49%"
"[ 이 포스팅은 쿠팡 파트너스 활동의 일환으로], 긍정 텍스트 확률 : 50.43%"
"[이에 따른 일정액의 수수료를 제공받고 있습니다. ], 긍정 텍스트 확률 : 68.48%"
"[ 생후 일.몰아서 일기를 쓰니 사진을 과거부터 보게 되니 새롭다.매일 봐서 몰랐는데], 긍정 텍스트 확률 : 87.07%"
"[ 너무너무 좋아하는 영상태거니가 배냇짓을 한다고 이렇게 쌕쌕 웃어줬다잘때 특히 배냇짓을 많이한다.사실 이때까지만 해도 웃는 얼굴은 배냇짓으로만 볼 수 있었는데 몇일 지나니 좀 컸다고 이제는 내얼굴보고도 씩 웃어준다....엄마 너무 행복해 태건아 ], 긍정 텍스트 확률 : 99.96%"
"[ 사람들이 지나가면서 어머], 긍정 텍스트 확률 : 53.62%"
"[애기야 강아지인줄 알았어하면서 지나간다.보는 나는 되게 불편해보이는데 저 슬링에만 들어가면 세상모르고 잔다. ], 긍정 텍스트 확률 : 73.89%"
"[ 아기를 주머니같은데에 넣는거라 아기가 크면 좀 힘든 아이템이라 사용기간이 짧기 때문.나는 애기 일쯤? 됐을때 너무 답답해서 집 앞에도 잠깐 나갔다오고 이후로도 병원갈때도 장보러갈때도 꾸준히 바깥바람을 쐬고 있기 때문에 슬링을 아주 잘쓰는편.나처럼 애기데리고 잠깐씩이라도 외출할 생각이 있는 사람이라면 왈라부슬링 출산준비물로 완전 강추왈라부슬링 물려준 시은애미야 고맙다❤ ], 긍정 텍스트 확률 : 67.65%"
"[ 이거 너무 웃기다.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ내가 트름시키는 걸 엄마가 찍은 사진인데 확대해보니 태거니 손가락이...박유..ㅎㅎㅎㅎㅎㅎㅎ이것조차 귀여운 거니거니태거니 ], 긍정 텍스트 확률 : 68.47%"
"[ ㅎㅏ수원에 올라오기 하루 전.출산한지 일되던 날.왼쪽가슴이 멍든것처럼 아파왔다.젖이 찼는데 내가 덜먹였나... 싶어서 계속 물렸다. 근데 아침에 일어나니 뭔가 이상하다 싶을만큼 욱신욱신했다.토요일이라 그냥 넘어갔다가 일요일에 고생할까 싶어서 제천에 있는 ㅁㅇ산부인과에 갔다.증상을 설명드렸더니 유방 초음파를 보자고 하셨고], 긍정 텍스트 확률 : 93.10%"
"[ 나밖에 없다는 의미에서 해바라기 샀다는 것도 고맙고 감동이고이렇게 준비했을 마음도 예쁘고내글씨보다 예쁜 글씨로 편지까지 꽉꽉 눌러 채워서 쓴것도모두다 사랑이다♥ ], 긍정 텍스트 확률 : 100.00%"
"[ 어머 너무 못나니......지만 그래도 남기고 싶어서 셀카도 찍고 ], 긍정 텍스트 확률 : 67.98%"
"[ 나도 사랑해 오빠 ], 긍정 텍스트 확률 : 91.03%"
"[ 나도 잘할게그리고 잘하고 있지? ], 긍정 텍스트 확률 : 69.99%"
"[ 생후 일차.아직 출산준비물을 안 준비한 사람이 있다면 손싸개는 사지말라고 하고싶다.양말이 최고임손싸개로 쓰다가 양말로 쓸수도 있기 때문그리고 요즘 배냇저고리는 손싸개가 다 붙어있더라???암튼 손싸개대신 양말을 구비하는게 훨씬 이득심지어 손에 양말 씌워 놓으면 졸귀탱임 ], 긍정 텍스트 확률 : 68.44%"
"[ 엄마가 식사를 하거나 말거나 잘 자주는 태거니.안 움직이고 가만히 앉아만 있는데도 안 찡찡거리고 있어줄까? 하는 불안한 마음에 나는 국물없는 초밥을 골랐고 오빠는 북촌손만두를 골랐는데생각보다 넘나리 딥슬립중이라 오빠 만둣국을 많이 뺏어먹었다. ], 긍정 텍스트 확률 : 87.56%"
"[ 구겨져 있어도 편안한가보다.....통통한 배를 보니 너무 귀엽다.저날은 애기가 협조를 잘해줘서 신나게 장을 보다보니 애기 수유할 시간이 한참 지난것을 알게 되어서 나중에 부랴부랴 계산하고 부랴부랴 집에왔다. 깰까봐 슬링을 풀기도 전에 목욕물부터 받고 오두방정이였다.결론은 왈라부슬링짱 ], 긍정 텍스트 확률 : 99.29%"
"[ 원더윅스라고 아기가 폭풍성장하는 시기가 있는데 첫번째 원더윅스를 다 지나가고서야 이 뜻을 알게됐다. 이 시기에 성장통을 겪기 때문에 아기들이 많이 보채고 칭얼거린다는데 특별히 못 느꼈다.다만 수유할때 젖꼭지를 물고 용쓰기를 한다던지 할때는 종종 있다. 물론 지금도그러다 토하기도 다반사 ], 긍정 텍스트 확률 : 61.85%"
"[꼭 이럴때 핸드폰이 하고싶다지...... ], 긍정 텍스트 확률 : 90.57%"
"[ 심지어 선물받은 바운서는 방에 넣어둬버림ㅋㅋㅋ이게 바운서의 역할을 하고 있다.그리고 바운서보다 더 편안해함.밀란소파 사준 큰이모야 고마워♥ ], 긍정 텍스트 확률 : 97.47%"
"[ 생후 일차.아무래도 설소대가 너무짧은것 같아서 불안한 마음에 에덴메디 소아과를 찾았다.과의 정혜영 선생님이 설소대를 잘하신다고 하셔서 과로 지정해서 방문.생후 일차의 태건이 몸무게는 .이였는데 옷무게를 빼고 .이라고 하셨다. 키는 .몸무게는 .이 늘었고 키는 약 가 늘었다.이렇게나 많이 컸는데 찡찡거리지도 않고 용쓰기만 하면서 커준 태건이에게 너무 고맙고 대견했다.많이 아팠을텐데. ], 긍정 텍스트 확률 : 94.14%"
"[ 아가가 젖을 잘 빨면 특별한 문제는 없는 것이지만 짧은 편이라 간단한 시술일때 해주는 편이 낫겠다고 하셨다.마음이 아프지만 간단하다는 후기를 여러개 봐왔던지라 하겠다고 했다.설소대 확인한다고 선생님이 태건이 입에 확인도구??넣는데도 엥엥 우는데 어우.. 너무 맘아팠다.설소대는 생후 두달까지는 소아과에서 간단하게 할 수 있는 시술이지만 두달이 지나면 대학병원으로 가라고 하고 살만 되어도 이미 혀가 굳기 때문에 수술의 개념이 되어 버리고 효과도 크지 않다는.], 긍정 텍스트 확률 : 62.09%"
"[ 엄마는 나가계세요하셔서 울상으로 나와서 어떡해... 하면서 쇼파에 털썩 앉았는데 앉자마자 간호사 선생님이 태건이를 안고 나오셨다.응?????심지어 태건이 울지도 않고 있었다.같이 간 동생말로는 들어간지 초도 안됐다는...후기처럼 정말 간단한 시술이구나.그래도 놀란건지 다시 엥엥 울길래 설소대 시술한 곳을 보려고 동영상으로 입부분을 찍으려고 했는데 안보였다.바로 직수해도 된다고 하셔서 진정 시킬 겸 수유짧게 했는데 고새 잠들었다. ], 긍정 텍스트 확률 : 87.09%"
"[지금은 모양이다.잘해줬다고 생각중.설소대 시술 병원비는 ], 긍정 텍스트 확률 : 96.14%"
"[ 원 나왔다. ], 긍정 텍스트 확률 : 56.29%"
"[ ㅋㅋㅋㅋㅋㅋㅋㅋ 너무 귀엽다잠투정한다고 찡찡거리기에 쪽쪽이를 물렸더니 신나게 빨다가 잠들었는데 이렇게 됐다. ], 긍정 텍스트 확률 : 98.95%"
"[새벽시에 오한이 오기 시작했다.태어나서 그런 오한은 처음 느껴봤다.이가 그냥 덜덜덜덜 떨리고 온몸을 웅크리고 옷을 껴입어도 오한이 가시질 않았다.오한이 오고 나면 열이 나는 거라], 긍정 텍스트 확률 : 57.11%"
"[아 곧 고열이 오겠다. 싶었지만 별달리 할수있는게 없었다.온몸을 떨어서 오빠가 놀라서 깼고 따뜻한 물에 샤워를 하고 자라고 해서 정말 뜨거운 물 아래에 한참을 몸을 지졌다.그러면서도 아픈 왼쪽 가슴을 마사지해서 손유축도 했다. 내가 아픈 원인이 이것때문인걸 알아서.한참 몸을 지지고 타이레놀이알 한알을 먹고 잠들었는데], 긍정 텍스트 확률 : 83.93%"
"[새벽 고열이 찾아왔다..도 ], 긍정 텍스트 확률 : 70.98%"
"[ 내가 기억하는 내 생에 그렇게 체온이 높이 올라간건 처음이였다.많이 잘못된것 같다고 느꼈고 어지럽고 기운없는 와중에도 태건이가 뒤척거리면 눈을 번쩍 떠서 기저귀를 갈아주고], 긍정 텍스트 확률 : 92.95%"
"[낑낑 거리면 또 일어나서 젖을 물렸다.다음날 알았지만 내손이 너무 뜨거워서 태건이 머리를 받친 손가락 자국만큼 태건이 뒷목이 빨갛게 되어있었다.미안해 아들.새벽에 조리원동기카톡에 에덴메디 가슴마사지 선생님 연락처를 물어봐서 아침 시쯤 카톡을 보냈다. 오늘 당장 오전중에 마사지를 받을 수 있는지], 긍정 텍스트 확률 : 99.44%"
"[ 그리고 아프니깐 나도 엄마가 생각나서 엄마한테 아프다고 카톡했다.엄마는 엄마가 아프면 어떡하냐고 그러셨고 나는 우는 이모티콘을 보내는걸로 대화가 끝났는데], 긍정 텍스트 확률 : 99.83%"
"[ 시에 예약하고 방문해서 마사지를 받았는데], 긍정 텍스트 확률 : 59.07%"
"[다시 오한이 오기 시작했다. 선생님이 오한이 오냐며 아이구 어떡해], 긍정 텍스트 확률 : 58.13%"
"[대기하는 동안 너무 덜덜덜덜 떨어서 지나가는 간호사선생님들이 다들 어떡해요.. 어떡해요.. 하셨다.의사선생님도 열심히 물리는 것이 최선이라며 일주일치 약처방을 해주셨다.택시도 겨우 타고 집에 와서 잠들었는데], 긍정 텍스트 확률 : 63.62%"
"[ 결국 엄마는 아빠만 먼저 제천으로 보내고 수원에 남으셨다.열이 났다가 소강되면 다시 오한이 오고 추워서 둘러싸매면 다시 열이 나기를 반복], 긍정 텍스트 확률 : 53.41%"
"[ 엄마는 내머리 위에 물수건을 올려주셨고 당신 자식의 자식까지 돌보셨다. 잘해야지 엄마한테.잘해야지.잘해야지.그러다가 저녁이 되니 마사지빨이 받는 건지 또 많이 나아졌다.아기가 통잠을 잔다고 유축을 쉬면 다시 또 시달릴것같아 알람까지 해놓고 일어나서 유축했다.생후 일차.걱정했던 것만큼 고열은 오지 않았지만 도 이상의 미열은 계속 있었다.그래도 이정도면 평소만큼 생활할수 있을정도라 반찬을 해주시겠다는 엄마랑 장보러 롯데마트에 다녀왔다. ], 긍정 텍스트 확률 : 97.62%"
"[ 생각만큼 태건이가 유모차에 잘 적응해줬다.나갈때는 깨어있었지만 가는동안 잠들었다.이것저것 장보고 돌아와서 엄마는가지볶음두부조림감자볶음멸치볶음호박볶음시금치무침까지 호다닥 해놓고 아기까지 봐주셨다. ], 긍정 텍스트 확률 : 86.29%"
"[ 엄마는 정말 슈퍼맨이다.잘해야지엄마만세전해숙씨 만세엄마는 제천으로 가는 기차를 타기 직전까지도 내 걱정을 한가득 담은 눈으로 힘들면 짐싸서 내려와라고 하셨고], 긍정 텍스트 확률 : 98.49%"
"[ 더 두꺼비 같아진 태건이ㅎㅎㅎㅎ유선염 걸린 이후로 몇일 사이에 젖량이 확 줄어버려서 분유를 보충하고 있는데 얼마나 보충해야 할 지 감이 오지 않아서 아주 당황스럽다.어제부터는 유축하는데 물줄기가 아주 얇아졌고 굵었던 물줄기 하나가 아예 없어진것같은 느낌도 들었다.그리고 오후부터는 아픈 왼쪽가슴의 유두가 빨갛고 직수할때 너무너무 아픈 통증이 느껴졌다.유두를 감자강판에 가는 느낌같달까....그리고 생후 일차인 어제.유선염걸린지는 .새벽에 가슴이 너무 땡땡하게 아팠다.좀 어떻냐는 엄마의 물음에 열은 안나지만 유두가 너무 아프다고 했더니 단유하라고 하셨다.나도 도저히 못하겠다 싶은 생각까지 들어서 다음주 주말까지 차도가 없으면 단유해야겠다는 생각을 했다.유두가 너무 아프고 유축해도 안나오고 가슴은 터지겠고.오늘 꼭 마사지를 어떻게든 또 받아야겠다], 긍정 텍스트 확률 : 77.06%"
"[생각하고 에덴메디 가슴마사지 선생님께 연락드렸는데 오늘은 어렵다셔서 부랴부랴 맘카페에 추천을 받아서 연락닿은 분께 출장마사지를 부탁드렸고 오늘 시에 방문하셔서 마사지를 해주셨다.또 얼마나 아플까 두근두근 조마조마...역시나 조마조마했던 것 이상으로 아파서 발가락으로 주먹을 폈다쥐었다를 반복하고 숨을 참았다가 휴했다가를 반복하고 하 잠깐 물 좀 마시고 온다고 할까.를 망설이다가 끝났다.유구염이였는데], 긍정 텍스트 확률 : 54.56%"
"[ 마침 친구가 나 아프다고 선물로 보내준 양배추팩이 있어서 얹어놓고], 긍정 텍스트 확률 : 50.60%"
"[ 유두엔 라놀크림을 발랐다.이제 열은 안날것같다.증상이 없어도 처방받은 약은 끝까지 먹으라고 하셔서 잘 챙겨먹는 중. ], 긍정 텍스트 확률 : 52.26%"
"[ 소확행...아가있기전 당연했던 일상이 이젠 큰 맘먹어야 할수있는 상황이 되었다니.ㅎㅎㅎㅎ그럼에도 불구하고 얻게된 행복이 너무 크다.왕행복덩어리우리집두꺼비태거니❣이제부터 일기를 덜 몰아서 써야겠다.거의 시간 쓴것같다.어휴 곧 수유시간이겠구먼자야겠다.끝 ], 긍정 텍스트 확률 : 99.63%"
"[ 홀.기간월일금월일일....펫쇼중에 가장 규모가 크다는 케이펫페어에 다녀왔습니다.차가 엄청나게 막혔다는 ㅠㅠ ..아 미리말씀드리는 꿀팁은 주차비 엄청많이나와요 ㅠㅠ .할인받을수있는거는 경차], 긍정 텍스트 확률 : 98.12%"
"[ ..미리등록하고 가신분들은 .등록대에서 입장팔찌수령 후 .입장가능 하시니 꼭 팔찌부터 수령해주세요. ], 긍정 텍스트 확률 : 79.34%"
"[ ..엄청나게 많은 반려인들이 모이셧어요 .이렇게나 인기가 많은 펫쇼인지 정말몰랏네요 ㅠㅠ.두근두근하면서도 언제 다 구경할지 막막햇습니다 ㅋㅋㅋ..... ], 긍정 텍스트 확률 : 92.39%"
"[ ..시무룩......세상 꼬질한 우리딜리 ㅠ... ], 긍정 텍스트 확률 : 86.10%"
"[ .입장 후 바로보였던 회사입니다 ㅎㅎㅎ.샘플을 나눠주는 이벤트를 진행중이었어요 .강아지와 고양이 사료를 모두 나눠주어서 좋앗습니다 .단], 긍정 텍스트 확률 : 96.55%"
